locationId,id,typeOfProvider,providerName,address,suburb,state,postcode,lat,lng,geoData
3085,1-1967572509,Government funded preschools,Narwee Pre-School Kindergarten,5 Bryant Street,Narwee,NSW,2209,-33.94928,151.07308,0xE6100000010CE10B93A982F940C07593180456E26240
3086,1-1967863458,Government funded preschools,Nimbin Pre-School,37 Cecil St,Nimbin,NSW,2480,-28.59979,153.22736,0xE6100000010C0B24287E8C993CC02506819543276340
3087,1-1965017904,Government funded preschools,Nimmitabel Pre-School,19 Kirke Street,Nimmitabel,NSW,2631,-36.51432,149.28538,0xE6100000010C992A1895D44142C085EB51B81EA96240
3088,1-1967183713,Government funded preschools,Nords Wharf Community Pre-School,44A Government Road,Nords Wharf,NSW,2281,-33.13485,151.606,0xE6100000010C7E1D3867449140C008AC1C5A64F36240
3089,1-1967324748,Government funded preschools,Normanhurst West Community Pre-School,4-10 Dartford Road,thornleigh,NSW,2120,-33.72106,151.08858,0xE6100000010CA3923A014DDC40C0022B8716D9E26240
3090,1-1967224822,Government funded preschools,North Brighton Pre-School,Corner Tancred & Jacobson Aves,Kyeemagh,NSW,2216,-33.9486,151.1631,0xE6100000010C287E8CB96BF940C0F0A7C64B37E56240
3091,1-1967505522,Government funded preschools,North Epping Kindergarten Pre-School,275 Malton Road,North Epping,NSW,2121,-33.7582,151.09377,0xE6100000010CE2E995B20CE140C05EBA490C02E36240
3092,1-1966248665,Government funded preschools,North Rocks Pre-School,11 New North Rocks Road,North Rocks,NSW,2151,-33.772,151.0273,0xE6100000010C894160E5D0E240C0BE9F1A2FDDE06240
3093,1-1966253306,Government funded preschools,North Rocks Uniting Church PreSchool Kindergarten,132 North Rocks Rd,North Rocks,NSW,2151,-33.7858,151.00884,0xE6100000010C31992A1895E440C03F355EBA49E06240
3094,1-1967477417,Government funded preschools,North Ryde Community Pre-School,13 Clermont Ave,Ryde,NSW,2112,-33.80085,151.10814,0xE6100000010C8351499D80E640C0FA7E6ABC74E36240
3095,1-1955223558,Government funded preschools,North St Marys Community Pre-School,Oak Street,North St Marys,NSW,2760,-33.7554,150.7842,0xE6100000010CFFB27BF2B0E040C00C022B8716D96240
3096,1-1967557789,Government funded preschools,Northside Baptist Pre-School,112 Sailors Bay Road,Northbridge,NSW,2063,-33.811,151.20987,0xE6100000010C2B8716D9CEE740C01F85EB51B8E66240
3097,1-1967340614,Government funded preschools,Northside Montessori Preschool,42 Bobbin Head Road,Pymble,NSW,2073,-33.73481,151.13689,0xE6100000010CE78C28ED0DDE40C0AAF1D24D62E46240
3098,1-1967305767,Government funded preschools,Norwood Community Pre-School,2a Chelmsford Rd,Asquith,NSW,2077,-33.69031,151.11928,0xE6100000010CE3361AC05BD840C02B8716D9CEE36240
3099,1-1966648733,Government funded preschools,NRAV 1,30-34 Campbell st,Inverell,NSW,2360,-29.77483,151.11096,0xE6100000010CD8F0F44A59C63DC0643BDF4F8DE36240
3100,1-1966648733,Government funded preschools,NRAV 1,Ashford Road,Bukkulla,NSW,2360,-29.5203,151.1255,0xE6100000010CDA1B7C6132853DC00000000000E46240
3101,1-1966648733,Government funded preschools,NRAV 1,Inverell Road,Gum Flat,NSW,2360,-29.79307352,150.925761,0xE6100000010C2575029A08CB3DC01283C0CAA1DD6240
3102,1-1966648094,Government funded preschools,NRAV 2,Burnett Street,Delungra,NSW,2403,-29.6539,150.8319,0xE6100000010CBADA8AFD65A73DC0B4C876BE9FDA6240
3103,1-1966648094,Government funded preschools,NRAV 2,Gilgai Creek,Gilgai,NSW,2360,-29.8825146,151.1280915,0xE6100000010C52B81E85EBE13DC06ABC749318E46240
3104,1-1966648094,Government funded preschools,NRAV 2,Texas Street,Bonshaw,NSW,2361,-29.0466,151.2776,0xE6100000010C5DFE43FAED0B3DC037894160E5E86240
3105,1-1966667991,Government funded preschools,Nundle CWA Pre-School,74 Jenkins street,Nundle,NSW,2340,-31.4615,151.12811,0xE6100000010CA01A2FDD24763FC06ABC749318E46240
3106,1-1968185663,Government funded preschools,Nyngan Pre-School,11-13 Pangee Street,Nyngan,NSW,2825,-31.55972,147.18907,0xE6100000010C3A92CB7F488F3FC0355EBA490C666240
3107,1-1962104815,Government funded preschools,Oberon Children's Centre,Corner North & King Streets,OBERON,NSW,2787,-33.705,149.854,0xE6100000010C0AD7A3703DDA40C017D9CEF753BB6240
3108,1-1968049593,Government funded preschools,Ocean Shores Pre-School,121 Shara Boulevard,Ocean Shores,NSW,2483,-28.49579,153.5415,0xE6100000010C575BB1BFEC7E3CC0D34D621058316340
3109,1-1966107075,Government funded preschools,Old Bar Community Pre-School,Bryan Street,Old Bar,NSW,2430,-31.9681,152.5857,0xE6100000010CF241CF66D5F73FC0986E1283C0126340
3110,1-1956835938,Government funded preschools,Ooranga Mobile Early Childhood Service,Hill Street,CAROONA,NSW,2343,-31.3868641,150.4060385,0xE6100000010C89D2DEE00B633FC0A245B6F3FDCC6240
3111,1-1956835938,Government funded preschools,Ooranga Mobile Early Childhood Service,Laidlaw Street,Boggabri,NSW,2382,-30.7049,150.0454,0xE6100000010C4DF38E5374B43EC03D0AD7A370C16240
3112,1-1956835938,Government funded preschools,Ooranga Mobile Early Childhood Service,Pullaming Street,Curlewis,NSW,2381,-31.1187,150.2654,0xE6100000010C03098A1F631E3FC014AE47E17AC86240
3113,1-1966705020,Government funded preschools,Ooranga Mobile Early Childhood Service 2,Darby Road,Spring Ridge,NSW,2343,-31.3962,150.2442,0xE6100000010CDAACFA5C6D653FC02B8716D9CEC76240
3114,1-1966705020,Government funded preschools,Ooranga Mobile Early Childhood Service 2,Premer Street,Premer,NSW,2381,-31.47383069,149.9240253,0xE6100000010C45D8F0F44A793FC021B0726891BD6240
3115,1-1966690000,Government funded preschools,Ooranga Mobile Early Childhood Service 3,Nombi Street,Mullaley,NSW,2379,-31.0966,149.9132,0xE6100000010C29CB10C7BA183FC0F0A7C64B37BD6240
3116,1-1966690000,Government funded preschools,Ooranga Mobile Early Childhood Service 3,Pullaming Street,Curlewis,NSW,2381,-31.1187,150.2654,0xE6100000010C03098A1F631E3FC014AE47E17AC86240
3117,1-1966107320,Government funded preschools,Orama Pre-School,1098 DARKWOOD ROAD,Bellingen,NSW,2454,-30.4283,152.7512,0xE6100000010C76E09C11A56D3EC079E9263108186340
3118,1-1966107320,Government funded preschools,Orama Pre-School,1826 KALANG ROAD,Bellingen,NSW,2454,-30.4679,152.8792,0xE6100000010C64CC5D4BC8773EC0E3A59BC4201C6340
3119,1-1967430099,Government funded preschools,Orana Community Pre-School,10 Bean St,WALLSEND,NSW,2287,-32.89866,151.67761,0xE6100000010C2575029A087340C004560E2DB2F56240
3120,1-1964938174,Government funded preschools,Orana Pre-School Centre,128 Cowper st,Goulburn,NSW,2580,-34.7535,149.7132,0xE6100000010C9CC420B0726041C0894160E5D0B66240
3121,1-1963350720,Government funded preschools,Orange Pre-School Kindergarten,13 Moad Street,Orange,NSW,2800,-33.29439,149.11354,0xE6100000010CA1F831E6AEA540C0CFF753E3A5A36240
3122,1-1967785165,Government funded preschools,Our Lady Queen of Peace Pre-School,180 Old Prospect Rd,Greystanes,NSW,2145,-33.81861,150.95324,0xE6100000010CB84082E2C7E840C0D122DBF97EDE6240
3123,1-1967411521,Government funded preschools,Paddington Church of Christ Kindergarten,116 Paddington Street,Paddington,NSW,2021,-33.88606,151.23385,0xE6100000010C287E8CB96BF140C0736891ED7CE76240
3124,1-1967555922,Government funded preschools,Palm Beach War Memorial Kindergarten,1053 Barrenjoey Rd,Palm Beach,NSW,2108,-33.6026,151.31891,0xE6100000010CE9482EFF21CD40C091ED7C3F35EA6240
3125,1-1964992649,Government funded preschools,Pambula Pre-School Kindergarten,Dingo Street,Pambula,NSW,2549,-36.9343,149.884,0xE6100000010C8F537424977742C03F355EBA49BC6240
3126,1-1968161167,Government funded preschools,Parish Centre Pre-School,Zadoc St,Lismore,NSW,2480,-28.806,153.2807,0xE6100000010C7593180456CE3CC0A245B6F3FD286340
3127,1-1963365168,Government funded preschools,Parkes East,Thornbury St,Parkes,NSW,2870,-33.14,148.1887,0xE6100000010C52B81E85EB9140C0355EBA490C866240
3128,1-1963364139,Government funded preschools,Parkes Middleton,Medlyn st,Parkes,NSW,2870,-33.1473,148.1769,0xE6100000010CB459F5B9DA9240C08B6CE7FBA9856240
3129,1-1962020927,Government funded preschools,Parkes Multi-Purpose Pre-School - MPC,Armstrong Street,Parkes,NSW,2870,-33.1389,148.17,0xE6100000010C0BB5A679C79140C03D0AD7A370856240
3130,1-1966369863,Government funded preschools,Parklands Community Pre-School,Building 34 Mt Penang Parklands,Kariong,NSW,2250,-33.45345007,151.2749311,0xE6100000010C355EBA490CBA40C0CDCCCCCCCCE86240
3131,1-1963389955,Government funded preschools,Paterson Pre-School,webbers crk Rd,Paterson,NSW,2421,-32.59068983,151.6040646,0xE6100000010CA4DFBE0E9C4B40C017D9CEF753F36240
3132,1-1961902930,Government funded preschools,Peak Hill Pre-School Kindergarten,97 Euchie Street,Peak Hill,NSW,2869,-32.72649,148.19394,0xE6100000010CA245B6F3FD5C40C091ED7C3F35866240
3133,1-1967331022,Government funded preschools,Pennant Hills War Memorial Children's Centre,3-7 Shields Lane,Pennant Hills,NSW,2120,-33.73624,151.07239,0xE6100000010C58A835CD3BDE40C0FCA9F1D24DE26240
3134,1-1967836715,Government funded preschools,Periwinkle Pre-School,5 Sunrise Blvd,Byron Bay,NSW,2481,-28.63392075,153.5879796,0xE6100000010C35EF384547A23CC0894160E5D0326340
3135,1-1959158017,Government funded preschools,Peter Pan Pre-School - Wollongong,3-5 Phillips Crescent,Mangerton,NSW,2500,-34.43469,150.8693,0xE6100000010C1DC9E53FA43741C02B8716D9CEDB6240
3136,1-1966664779,Government funded preschools,Peter Pan Pre-School Kindergarten - Tamworth,24-28 Larool St,Tamworth,NSW,2340,-31.1075,150.9211,0xE6100000010CEC51B81E851B3FC0B6F3FDD478DD6240
3137,1-1967335980,Government funded preschools,Peter Rabbit Community Pre-School,Pearces Corner,Wahroonga,NSW,2076,-33.7218219,151.1144613,0xE6100000010C5C2041F163DC40C0CFF753E3A5E36240
3138,1-2050352769,Government funded preschools,Picton Preschool,9 bc Wild Street,Picton,NSW,2571,-34.17073901,150.6032294,0xE6100000010CAEB6627FD91541C09EEFA7C64BD36240
3139,1-1967906169,Government funded preschools,Pied Piper Pre-School,42 Langham St,Ganmain,NSW,2702,-34.79609,147.04137,0xE6100000010C3D2CD49AE66541C05A643BDF4F616240
3140,1-1960195021,Government funded preschools,Pied Piper Pre-School - MPC,18 Pindari Place,WALLERAWANG,NSW,2845,-33.40917,150.07044,0xE6100000010CF8C264AA60B440C00AD7A3703DC26240
3141,1-1967863786,Government funded preschools,Playtime Pre-School Centre,Corner of Comstock and Patton St,Broken Hill,NSW,2880,-31.9823,141.4633,0xE6100000010C5DDC460378FB3FC0894160E5D0AE6140
3142,1-1967934560,Government funded preschools,Pleasant Hills Preschool,3 Manson St,Pleasant Hills,NSW,2658,-35.4635,146.798,0xE6100000010C17D9CEF753BB41C0A8C64B3789596240
3143,1-1966249815,Government funded preschools,Plumpton Long Day Care Centre - Pre-School,63 Bottles Road,Plumpton,NSW,2761,-33.7494,150.8377,0xE6100000010CABCFD556ECDF40C0894160E5D0DA6240
3144,1-1967881556,Government funded preschools,Poet's Corner Kindergarten,55 Morehead Street,Redfern,NSW,2016,-33.89501,151.20942,0xE6100000010CC3F5285C8FF240C0A69BC420B0E66240
3145,1-1967324238,Government funded preschools,Ponyara Pre-School,7 VIOLET STREET,Roselands,NSW,2196,-33.93472,151.06665,0xE6100000010C1DC9E53FA4F740C0A01A2FDD24E26240
3146,1-1967504857,Government funded preschools,Poppy Cottage Preschool,9-15 Link Road,St Ives,NSW,2075,-33.72969,151.16691,0xE6100000010C13F241CF66DD40C0D34D621058E56240
3147,1-1966200366,Government funded preschools,Port Macquarie Community Pre-School,41 Munster St,Port Macquarie,NSW,2444,-31.43359,152.91207,0xE6100000010CAC8BDB68006F3FC077BE9F1A2F1D6340
3148,1-1966420608,Government funded preschools,Port Macquarie Pre-School Annex,3 Bagnoo Place,Port Macquarie,NSW,2444,-31.44562,152.90759,0xE6100000010CFC1873D712723FC0931804560E1D6340
3149,1-1963285683,Government funded preschools,Port Stephens Activity Van,16 Bagnall Ave,Soldiers Point,NSW,2317,-32.71259,152.07039,0xE6100000010C97900F7A365B40C00AD7A3703D026340
3150,1-1963285683,Government funded preschools,Port Stephens Activity Van,Corner Medowie and Ferodale Rds,Medowie,NSW,2318,-32.741,151.8676,0xE6100000010C022B8716D95E40C0B29DEFA7C6FB6240
3151,1-1963285683,Government funded preschools,Port Stephens Activity Van,Hastings Drive,Raymond Terrace,NSW,2324,-32.7581,151.7785,0xE6100000010C7E8CB96B096140C0B0726891EDF86240
3152,1-1968031386,Government funded preschools,Possum's Community Pre-School,20 Mcleod street,Condong,NSW,2484,-28.30574,153.43688,0xE6100000010C2063EE5A424E3CC0448B6CE7FB2D6340
3153,1-1966200208,Government funded preschools,Possums' Den Pre-School,8 Earl Street,Coffs Harbour,NSW,2450,-30.30038,153.11669,0xE6100000010CE9B7AF03E74C3EC039B4C876BE236340
3154,1-1968027749,Government funded preschools,Pottsville Community Pre-School,2-4 Centennial Drive,Pottsville,NSW,2489,-28.38009,153.56779,0xE6100000010CA835CD3B4E613CC01904560E2D326340
3155,1-1966420270,Government funded preschools,Preparation Program for Children from CALD,8 Factory Street,Granville,NSW,2142,-33.8395,151.0156,0xE6100000010CFA7E6ABC74EB40C08D976E1283E06240
3156,1-1963417044,Government funded preschools,Pretty Beach Community Pre-School Incorporated,150 Heath Road,Pretty Beach,NSW,2257,-33.5241,151.3518,0xE6100000010CB3EA73B515C340C02506819543EB6240
3157,1-1967499058,Government funded preschools,Pymble/Turramurra Kindergarten,21 Handley Ave,Turramurra,NSW,2074,-33.72279,151.14105,0xE6100000010C3FC6DCB584DC40C08D976E1283E46240
3158,1-1966231586,Government funded preschools,Quakers Hill Pre-School Kindergarten,7 Lalor Rd,Quakers Hill,NSW,2763,-33.72544,150.88574,0xE6100000010C5B423EE8D9DC40C03108AC1C5ADC6240
3159,1-1966672925,Government funded preschools,Quirindi Pre-School,Lot 6 Allnut St,Quirindi,NSW,2343,-31.48819267,150.6461193,0xE6100000010C3EE8D9ACFA7C3FC0E9263108ACD46240
3160,1-1955151169,Government funded preschools,Rainbow Cottage Pre-School,30 Trinity Drive,CAMBRIDGE GARDENS,NSW,2747,-33.73617,150.72208,0xE6100000010C58A835CD3BDE40C0C976BE9F1AD76240
3161,1-1967882105,Government funded preschools,Rainbow Mobile Preschool,CHAPPLE STREET,Broken Hill,NSW,2880,-31.9454,141.4685,0xE6100000010C6EA301BC05F23FC05EBA490C02AF6140
3162,1-1967882105,Government funded preschools,Rainbow Mobile Preschool,WILLS LANE,Broken Hill,NSW,2880,-31.9691,141.4412,0xE6100000010CB98D06F016F83FC0273108AC1CAE6140
3163,1-1963566353,Government funded preschools,Rainbow Playhouse Pre-School,6 Harper Close,Tahmoor,NSW,2573,-34.22741,150.59099,0xE6100000010C228E75711B1D41C0F4FDD478E9D26240
3164,1-1967881937,Government funded preschools,Rainbow Preschool,2 PATTON LANE,Broken Hill,NSW,2880,-31.97931036,141.4619302,0xE6100000010C09F9A067B3FA3FC0105839B4C8AE6140
3165,1-1963329911,Government funded preschools,Raymond Terrace Community Pre-School,3 Sketchley Street,Raymond Terrace,NSW,2324,-32.76842,151.74051,0xE6100000010C8A1F63EE5A6240C0C1CAA145B6F76240
3166,1-1967196937,Government funded preschools,Redhead Community Pre-School,44a Cowlishaw Street,Redhead,NSW,2290,-33.01043,151.71357,0xE6100000010C6FF085C9548140C0022B8716D9F66240
3167,1-1968161372,Government funded preschools,Richmond Hill Community Pre-School,Richmond Hill Road,Richmond Hill,NSW,2480,-28.7891,153.3482,0xE6100000010C0B46257502CA3CC04260E5D0222B6340
3168,1-1955136802,Government funded preschools,Richmond Pre-School,110 March Street,Richmond,NSW,2753,-33.599,150.7514,0xE6100000010CE9263108ACCC40C079E9263108D86240
3169,1-1967183376,Government funded preschools,RIDBC Hunter Preschool,160 Floraville Rd,Floraville,NSW,2280,-33.00481,151.6637,0xE6100000010CAA8251499D8040C06891ED7C3FF56240
3170,1-1955128898,Government funded preschools,RIDBC Nepean Preschool,5-7 Floribunda Ave,Glenmore Park,NSW,2745,-33.78182,150.66643,0xE6100000010CA301BC0512E440C05A643BDF4FD56240
3171,1-1966253121,Government funded preschools,RIDBC Roberta Reid Preschool,361-365 North Rocks Rd,North Rocks,NSW,2151,-33.76663,151.02861,0xE6100000010C8A8EE4F21FE240C0B0726891EDE06240
3172,1-1966216473,Government funded preschools,RIDBC Rockie Woofit Preschool,361-365 North Rocks Rd,North Rocks,NSW,2151,-33.76663,151.02861,0xE6100000010C8A8EE4F21FE240C0B0726891EDE06240
3173,1-1966253251,Government funded preschools,RIDBC VisionEd Preschool,361-365 North Rocks Road,North Rocks,NSW,2151,-33.76663,151.02861,0xE6100000010C8A8EE4F21FE240C0B0726891EDE06240
3174,1-1967936374,Government funded preschools,Riverina Children's Activity Van,bendee street,barellan,NSW,2665,-34.2864,146.5735,0xE6100000010C86C954C1A82441C0EE7C3F355E526240
3175,1-1967936374,Government funded preschools,Riverina Children's Activity Van,landers street,darlington point,NSW,2706,-34.59573643,145.8660441,0xE6100000010C151DC9E53F4C41C0C1CAA145B63B6240
3176,1-1967936374,Government funded preschools,Riverina Children's Activity Van,mid west highway,rankins springs,NSW,2669,-33.82306539,146.1632886,0xE6100000010C36AB3E575BE940C0F0A7C64B37456240
3177,1-1967936374,Government funded preschools,Riverina Children's Activity Van,napier street,goolgowi,NSW,2652,-33.9775,145.7104,0xE6100000010C85EB51B81EFD40C01F85EB51B8366240
3178,1-1967937599,Government funded preschools,Riverina Children's Activity Van 2,bendee street,barellan,NSW,2665,-34.2864,146.5735,0xE6100000010C86C954C1A82441C0EE7C3F355E526240
3179,1-1967937599,Government funded preschools,Riverina Children's Activity Van 2,lander street,darlington point,NSW,2706,-34.5706,145.9868,0xE6100000010C7E8CB96B094941C0DD240681953F6240
3180,1-1967937599,Government funded preschools,Riverina Children's Activity Van 2,napier street,goolgowi,NSW,2652,-33.9775,145.7104,0xE6100000010C85EB51B81EFD40C01F85EB51B8366240
3181,1-1966122426,Government funded preschools,Upper Macleay Pre-School,77 Main street,Willawarrin,NSW,2440,-30.93833617,152.6308569,0xE6100000010C39D6C56D34F03EC0D578E92631146340
3182,1-1966664335,Government funded preschools,Uralla Pre-School,5 Hill Street,Uralla,NSW,2358,-30.64363,151.50441,0xE6100000010CA2B437F8C2A43EC0E3A59BC420F06240
3183,1-1967919871,Government funded preschools,Urana Shire Council Mobile Pre-School,Cowal St,Rand,NSW,2642,-35.5926,146.5856,0xE6100000010C07CE1951DACB41C0986E1283C0526240
3184,1-1967919871,Government funded preschools,Urana Shire Council Mobile Pre-School,Namoi St,Boree Creek,NSW,2652,-35.1061,146.6076,0xE6100000010C840D4FAF948D41C0FA7E6ABC74536240
3185,1-1967919871,Government funded preschools,Urana Shire Council Mobile Pre-School,Oaklands CWA Hall,Oaklands,NSW,2646,-35.51481485,146.122145,0xE6100000010C8BFD65F7E4C141C096438B6CE7436240
3186,1-1967919871,Government funded preschools,Urana Shire Council Mobile Pre-School,Urana Uniting Church Hall,Urana,NSW,2645,-35.32208666,146.2318546,0xE6100000010C5305A3923AA941C08195438B6C476240
3187,1-1967922785,Government funded preschools,Uranquinty Pre-School,80 Connorton Street,Uranquinty,NSW,2652,-35.19281,147.25328,0xE6100000010C9B559FABAD9841C06ABC749318686240
3188,1-1966106938,Government funded preschools,Urunga Pre-School,Minerva Lane,Urunga,NSW,2455,-30.4969,153.0213,0xE6100000010CE561A1D6347F3EC0E9263108AC206340
3189,1-1966114834,Government funded preschools,Valla Community Pre-School,22 Valla Beach Road,Valla Beach,NSW,2448,-30.5921,153.0044,0xE6100000010C2BF697DD93973EC0E3A59BC420206340
3190,1-1966388940,Government funded preschools,Valley Pre-School,770 Upper Orara Road,Upper Orara,NSW,2450,-30.28888,153.01322,0xE6100000010C7DD0B359F5493EC023DBF97E6A206340
3191,1-1967880611,Government funded preschools,Wakool Pre-School,32 Bass Street,Wakool,NSW,2710,-35.46665,144.39483,0xE6100000010C88855AD3BCBB41C0713D0AD7A30C6240
3192,1-1956787630,Government funded preschools,Walcha Pre-School,215N Uralla Road,Walcha,NSW,2354,-31.05143992,151.7331237,0xE6100000010CB003E78C280D3FC0FA7E6ABC74F76240
3193,1-1963283843,Government funded preschools,Wallalong Pre-School,19 Morpeth Street,Wallalong,NSW,2320,-32.69531,151.64611,0xE6100000010C54742497FF5840C0E9263108ACF46240
3194,1-1967742194,Government funded preschools,Wallsend Community Pre-School,Corner Douglas & Abbott Sts,WALLSEND,NSW,2287,-32.903,151.683,0xE6100000010CDD240681957340C060E5D022DBF56240
3195,1-1968049142,Government funded preschools,Wallum Community Preschool & Family Centre,23 Woodland Drive,Banora Point,NSW,2486,-28.22248693,153.5367536,0xE6100000010C295C8FC2F5383CC077BE9F1A2F316340
3196,1-1966345212,Government funded preschools,Wangi Peter Pan Kindergarten,12 Dobell Drive,Wangi Wangi,NSW,2267,-33.06904,151.57819,0xE6100000010C46B6F3FDD48840C0D122DBF97EF26240
3197,1-1965009154,Government funded preschools,Waratah Pre-School,27 Alanbar Street,Queanbeyan,NSW,2620,-35.35303151,149.2308993,0xE6100000010C77BE9F1A2FAD41C008AC1C5A64A76240
3198,1-1967271303,Government funded preschools,Warialda Pre-School,37 Queen Street,Warialda,NSW,2402,-29.54496,150.57243,0xE6100000010CEC51B81E858B3DC0FCA9F1D24DD26240
3199,1-1959195035,Government funded preschools,Warilla Baptist Pre-School,2-4 WIlliam Avenue,Warilla,NSW,2528,-34.55457,150.8584,0xE6100000010C492EFF21FD4641C0FA7E6ABC74DB6240
3200,1-1963569101,Government funded preschools,Warragamba Pre-School,6 Weir Road,Warragamba,NSW,2752,-33.88946,150.60556,0xE6100000010C60E5D022DBF140C008AC1C5A64D36240
3201,1-1968124313,Government funded preschools,Warren Pre-School Kindergarten,36 Chester Street,Warren,NSW,2824,-31.70146,147.83545,0xE6100000010CDD24068195B33FC01F85EB51B87A6240
3202,1-1967411379,Government funded preschools,Waterford Pre-School,44 Henrietta Street,Waverley,NSW,2024,-33.9001,151.2572,0xE6100000010C97900F7A36F340C04E62105839E86240
3203,1-1966452964,Government funded preschools,Wauchope Pre-School Kindergarten,1 Tallowood Avenue,Wauchope,NSW,2446,-31.4688,152.73118,0xE6100000010C645DDC4603783FC008AC1C5A64176340
3204,1-1962041786,Government funded preschools,Weddin Mobile Preschool Service,Marsden St,Caragabal,NSW,2810,-33.8453,147.7406,0xE6100000010C87A757CA32EC40C0C1CAA145B6776240
3205,1-1962041786,Government funded preschools,Weddin Mobile Preschool Service,Third St,Quandialla,NSW,2721,-34.0112,147.7916,0xE6100000010C8CDB68006F0141C0D34D621058796240
3206,1-1956832805,Government funded preschools,Wee Waa & District Pre-School,118 Alma Street,Wee Waa,NSW,2388,-30.22396,149.45101,0xE6100000010CD34D621058393EC0DF4F8D976EAE6240
3207,1-1967825278,Government funded preschools,Wellington Community Children's Centre,6 William Street,Wellington,NSW,2820,-32.56043,148.95567,0xE6100000010CD656EC2FBB4740C03BDF4F8D979E6240
3208,1-1967863598,Government funded preschools,Wentworth District Preschool,38 Murray Street,Wentworth,NSW,2648,-34.10984,141.91564,0xE6100000010CE78C28ED0D0E41C05A643BDF4FBD6140
3209,1-1955129401,Government funded preschools,Wentworth Falls Pre-School Kindergarten Inc,Corner Day and Armstrong Streets,Wentworth Falls,NSW,2782,-33.7153,150.3699,0xE6100000010C166A4DF38EDB40C0A4703D0AD7CB6240
3210,1-1966664353,Government funded preschools,Werris Creek & District Pre-School,14 Coronation Ave,Currabubula,NSW,2342,-31.3512,150.6494,0xE6100000010CEE5A423EE8593FC054E3A59BC4D46240
3211,1-1966664353,Government funded preschools,Werris Creek & District Pre-School,14 Coronation Ave,Werris Creek,NSW,2341,-31.3512,150.6494,0xE6100000010CEE5A423EE8593FC054E3A59BC4D46240
3212,1-1966250620,Government funded preschools,Wesley Preschool Kindergarten,32 Showground Rd,Castle Hill,NSW,2154,-33.7312,151.00057,0xE6100000010CE86A2BF697DD40C079E9263108E06240
3213,1-1967906520,Government funded preschools,West Albury Pre-School Centre,864 Lamport Crescent,Albury,NSW,2640,-36.07702,146.89753,0xE6100000010C60E5D022DB0942C0DBF97E6ABC5C6240
3214,1-1962040919,Government funded preschools,West Bathurst Pre-School,7 Wark Parade,Bathurst,NSW,2795,-33.40432,149.54706,0xE6100000010CEBE2361AC0B340C02FDD240681B16240
3215,1-1967497208,Government funded preschools,West Epping Pre-School Kindergarten,Dent St,Epping,NSW,2121,-33.772,151.0628,0xE6100000010C894160E5D0E240C0BC74931804E26240
3216,1-1968199872,Government funded preschools,Westlawn Pre-School,54 Milton Street,GRAFTON,NSW,2460,-29.67299,152.92359,0xE6100000010C3F355EBA49AC3DC021B07268911D6340
3217,1-1963266089,Government funded preschools,Weston Community Pre-School,22 Scott st,Weston,NSW,2326,-32.81589,151.45765,0xE6100000010C386744696F6840C02DB29DEFA7EE6240
3218,1-1965888122,Government funded preschools,Wilberforce Pre-School Kindergarten,Corner King & Putty Roads,Wilberforce,NSW,2756,-33.5578,150.8484,0xE6100000010CBADA8AFD65C740C04260E5D022DB6240
3219,1-1963329949,Government funded preschools,Williamtown Pre-School,19 Henderson Road,WILLIAMTOWN,NSW,2318,-32.8050272,151.8388207,0xE6100000010CD7A3703D0A6740C0022B8716D9FA6240
3220,1-1967568239,Government funded preschools,Willoughby Community Pre-School,7-9 Central Street,Naremburn,NSW,2065,-33.81602,151.20186,0xE6100000010C9CC420B072E840C05839B4C876E66240
3221,1-1963284068,Government funded preschools,Willow Tree Pre-School,9 Merriwa Road,Willow Tree,NSW,2339,-31.6667,150.721,0xE6100000010C423EE8D9ACAA3FC0508D976E12D76240
3222,1-1968063097,Government funded preschools,Wilsons Creek Community Pre-School,724 Wilsons Creek Rd,Mullumbimby,NSW,2482,-28.57142,153.42565,0xE6100000010C35EF384547923CC01283C0CAA12D6340
3223,1-1955124456,Government funded preschools,Windsor Presbyterian Pre-School Kindergarten,46 Drummond Street,South Windsor,NSW,2756,-33.62289,150.80432,0xE6100000010CD656EC2FBBCF40C07D3F355EBAD96240
3224,1-1955198318,Government funded preschools,Windsor Pre-School,93-95 Church Street,South Windsor,NSW,2756,-33.62041,150.80192,0xE6100000010C1D38674469CF40C08B6CE7FBA9D96240
3225,1-1966420649,Government funded preschools,Wingham & District Mobile Pre-School Unit,Bulga Road,Bobin,NSW,2429,-31.7102,152.2826,0xE6100000010C849ECDAACFB53FC0931804560E096340
3226,1-1966420649,Government funded preschools,Wingham & District Mobile Pre-School Unit,Central Lansdowne Road,Lansdowne,NSW,2430,-31.7629,152.5117,0xE6100000010C4F1E166A4DC33FC0AAF1D24D62106340
3227,1-1966420649,Government funded preschools,Wingham & District Mobile Pre-School Unit,Johns Street,Johns River,NSW,2443,-31.72848251,152.6991466,0xE6100000010CD122DBF97EBA3FC0EE7C3F355E166340
3228,1-1966420649,Government funded preschools,Wingham & District Mobile Pre-School Unit,The Bucketts Way,Krambach,NSW,2429,-32.03852892,152.2636823,0xE6100000010CB0726891ED0440C09CC420B072086340
3229,1-1966420649,Government funded preschools,Wingham & District Mobile Pre-School Unit,West Street,Coopernook,NSW,2426,-31.82857341,152.617483,0xE6100000010C32772D211FD43FC039B4C876BE136340
3230,1-1966452826,Government funded preschools,Wingham & District Pre-School,9 Price Street,Wingham,NSW,2429,-31.86727,152.36746,0xE6100000010C20D26F5F07DE3FC039B4C876BE0B6340
